External;Polygons;IV;Samples;Base;Class;Producer;User;F1
Baseline;70;YES;1000;Base 1;rainfed;0,272401434;0,308943089;0,28952381
Baseline;70;YES;1000;Base 1;rice field;0,634146341;0,52;0,571428571
Baseline;70;YES;1000;Base 1;S_vegetation;0,255813953;0,517647059;0,342412451
Baseline;70;YES;1000;Base 1;shrubland;0,234323432;0,22327044;0,228663446
Baseline;70;YES;1000;Base 1;urban;0,884057971;0,575471698;0,697142857
Baseline;70;YES;1000;Base 1;water;0,781818182;0,903361345;0,838206628
Baseline;70;YES;1000;Base 1;wetland;0,704188482;0,822629969;0,758815233
Baseline;70;YES;1000;Base 1;A_grassland;0,334196891;0,578475336;0,42364532
Baseline;70;YES;1000;Base 1;baresoil;0,438461538;0,25;0,318435754
Baseline;70;YES;1000;Base 1;broadleaf;0,303501946;0,354545455;0,327044025
Baseline;70;YES;1000;Base 1;conifers;0,454237288;0,336683417;0,386724387
Baseline;70;YES;1000;Base 1;irrigated;0,284132841;0,359813084;0,317525773
Baseline;70;YES;1000;Base 1;N_grassland;0,094276094;0,167664671;0,120689655
Baseline;70;YES;1000;Base 1;rainfed;0,502923977;0,228116711;0,313868613
Baseline;70;YES;1000;Base 1;rice field;0,769911504;0,54375;0,637362637
Baseline;70;YES;1000;Base 1;S_vegetation;0,363984674;0,475;0,412147505
Baseline;70;YES;1000;Base 1;shrubland;0,33984375;0,395454545;0,365546218
Baseline;70;YES;1000;Base 1;urban;0,756097561;0,693290735;0,723333333
Baseline;70;YES;1000;Base 1;water;0,794303797;0,954372624;0,86701209
Baseline;70;YES;1000;Base 1;wetland;0,691588785;0,451219512;0,546125461
Baseline;70;YES;1000;Base 1;A_grassland;0,339483395;0,4;0,367265469
Baseline;70;YES;1000;Base 1;baresoil;0,814371257;0,423676012;0,557377049
Baseline;70;YES;1000;Base 1;broadleaf;0,454976303;0,362264151;0,403361345
Baseline;70;YES;1000;Base 1;conifers;0,49;0,401639344;0,441441441
Baseline;70;YES;1000;Base 1;irrigated;0,312693498;0,358156028;0,333884298
Baseline;70;YES;1000;Base 1;N_grassland;0,160237389;0,211764706;0,182432432
Baseline;70;YES;1000;Base 1;rainfed;0,211764706;0,148760331;0,174757282
Baseline;70;YES;1000;Base 1;rice field;0,633608815;0,942622951;0,757825371
Baseline;70;YES;1000;Base 1;S_vegetation;0,191836735;0,484536082;0,274853801
Baseline;70;YES;1000;Base 1;shrubland;0,394648829;0,366459627;0,380032206
Baseline;70;YES;1000;Base 1;urban;0,76146789;0,653543307;0,703389831
Baseline;70;YES;1000;Base 1;water;0,757936508;0,931707317;0,835886214
Baseline;70;YES;1000;Base 1;wetland;0,68;0,592334495;0,633147114
Baseline;70;YES;1000;Base 1;A_grassland;0,238341969;0,2;0,21749409
Baseline;70;YES;1000;Base 1;baresoil;0,531531532;0,330532213;0,407599309
Baseline;70;YES;1000;Base 1;broadleaf;0,288461538;0,574468085;0,384068279
Baseline;70;YES;1000;Base 1;conifers;0,482758621;0,375;0,422110553
Baseline;70;YES;1000;Base 1;irrigated;0,4;0,208695652;0,274285714
Baseline;70;YES;1000;Base 1;N_grassland;0,083333333;0,081081081;0,082191781
Baseline;70;YES;1000;Base 1;rainfed;0,152542373;0,362068966;0,214650767
Baseline;70;YES;1000;Base 1;rice field;0,722222222;0,921259843;0,809688581
Baseline;70;YES;1000;Base 1;S_vegetation;0,274881517;0,343195266;0,305263158
Baseline;70;YES;1000;Base 1;shrubland;0,202205882;0,22;0,210727969
Baseline;70;YES;1000;Base 1;urban;0,894117647;0,57721519;0,701538462
Baseline;70;YES;1000;Base 1;water;0,717557252;0,899521531;0,798301486
Baseline;70;YES;1000;Base 1;wetland;0,840466926;0,65060241;0,73344652
;70;YES;1000;Base 2;A_grassland;0,523316062;0,271505376;0,357522124
;70;YES;1000;Base 2;baresoil;0,650205761;0,489164087;0,558303887
;70;YES;1000;Base 2;broadleaf;0,67114094;0,71942446;0,694444444
;70;YES;1000;Base 2;conifers;0,729257642;0,752252252;0,740576497
;70;YES;1000;Base 2;irrigated;0,362831858;0,20971867;0,265802269
;70;YES;1000;Base 2;N_grassland;0,145251397;0,348993289;0,205128205
;70;YES;1000;Base 2;rainfed;0,167701863;0,267326733;0,20610687
;70;YES;1000;Base 2;rice field;0,631818182;0,747311828;0,684729064
;70;YES;1000;Base 2;S_vegetation;0,247572816;0,356643357;0,29226361
;70;YES;1000;Base 2;shrubland;0,422442244;0,347826087;0,381520119
;70;YES;1000;Base 2;urban;0,828070175;0,786666667;0,806837607
;70;YES;1000;Base 2;water;0,846153846;0,857798165;0,851936219
;70;YES;1000;Base 2;wetland;0,687707641;0,818181818;0,747292419
;70;YES;1000;Base 2;A_grassland;0,577586207;0,648387097;0,610942249
;70;YES;1000;Base 2;baresoil;0,664285714;0,325174825;0,436619718
;70;YES;1000;Base 2;broadleaf;0,410757946;0,705882353;0,519319938
;70;YES;1000;Base 2;conifers;0,908860759;0,623263889;0,739443872
;70;YES;1000;Base 2;irrigated;0,31300813;0,336244541;0,324210526
;70;YES;1000;Base 2;N_grassland;0,253456221;0,203703704;0,22587269
;70;YES;1000;Base 2;rainfed;0,429824561;0,314102564;0,362962963
;70;YES;1000;Base 2;rice field;0,766666667;0,73853211;0,752336449
;70;YES;1000;Base 2;S_vegetation;0,239130435;0,715447154;0,358452138
;70;YES;1000;Base 2;shrubland;0,353846154;0,303630363;0,326820604
;70;YES;1000;Base 2;urban;0,808510638;0,76;0,783505155
;70;YES;1000;Base 2;water;0,851239669;0,80155642;0,825651303
;70;YES;1000;Base 2;wetland;0,574285714;0,72826087;0,642172524
;70;YES;1000;Base 2;A_grassland;0,448087432;0,287719298;0,35042735
;70;YES;1000;Base 2;baresoil;0,504043127;0,474619289;0,488888889
;70;YES;1000;Base 2;broadleaf;0,531088083;0,697278912;0,602941176
;70;YES;1000;Base 2;conifers;0,78;0,575645756;0,662420382
;70;YES;1000;Base 2;irrigated;0,177272727;0,209677419;0,192118227
;70;YES;1000;Base 2;N_grassland;0,182186235;0,176470588;0,179282869
;70;YES;1000;Base 2;rainfed;0,245901639;0,327868852;0,281030445
;70;YES;1000;Base 2;rice field;0,5;0,440217391;0,468208092
;70;YES;1000;Base 2;S_vegetation;0,303763441;0,604278075;0,404293381
;70;YES;1000;Base 2;shrubland;0,397183099;0,314732143;0,351183064
;70;YES;1000;Base 2;urban;0,872222222;0,688596491;0,769607843
;70;YES;1000;Base 2;water;0,70754717;0,892857143;0,789473684
;70;YES;1000;Base 2;wetland;0,811046512;0,808695652;0,809869376
;70;YES;1000;Base 2;A_grassland;0,392857143;0,36565097;0,378766141
;70;YES;1000;Base 2;baresoil;0,607449857;0,62170088;0,614492754
;70;YES;1000;Base 2;broadleaf;0,857142857;0,411940299;0,556451613
;70;YES;1000;Base 2;conifers;0,762790698;0,88172043;0,817955112
;70;YES;1000;Base 2;irrigated;0,150159744;0,264044944;0,191446029
;70;YES;1000;Base 2;N_grassland;0,231270358;0,273076923;0,250440917
;70;YES;1000;Base 2;rainfed;0,490740741;0,278947368;0,355704698
;70;YES;1000;Base 2;rice field;0,749140893;0,848249027;0,795620438
;70;YES;1000;Base 2;S_vegetation;0,366255144;0,465968586;0,410138249
;70;YES;1000;Base 2;shrubland;0,351351351;0,317073171;0,333333333
;70;YES;1000;Base 2;urban;0,922155689;0,611111111;0,735083532
;70;YES;1000;Base 2;water;0,85770751;0,815789474;0,836223507
;70;YES;1000;Base 2;wetland;0,474474474;0,887640449;0,618395303
;70;YES;1000;Base 2;A_grassland;0,424489796;0,376811594;0,399232246
;70;YES;1000;Base 2;baresoil;0,631578947;0,532150776;0,577617329
;70;YES;1000;Base 2;broadleaf;0,612765957;0,642857143;0,62745098
;70;YES;1000;Base 2;conifers;0,724025974;0,591511936;0,651094891
;70;YES;1000;Base 2;irrigated;0,358974359;0,372340426;0,365535248
;70;YES;1000;Base 2;N_grassland;0,151515152;0,215053763;0,177777778
;70;YES;1000;Base 2;rainfed;0,426136364;0,333333333;0,374064838
;70;YES;1000;Base 2;rice field;0,766423358;0,807692308;0,786516854
;70;YES;1000;Base 2;S_vegetation;0,413793103;0,381625442;0,397058824
;70;YES;1000;Base 2;shrubland;0,210691824;0,224080268;0,217179903
;70;YES;1000;Base 2;urban;0,804416404;0,86440678;0,833333333
;70;YES;1000;Base 2;water;0,708695652;0,910614525;0,797066015
;70;YES;1000;Base 2;wetland;0,675585284;0,77992278;0,724014337
;70;YES;1000;Base 2;A_grassland;0,31512605;0,294117647;0,304259635
;70;YES;1000;Base 2;baresoil;0,556574924;0,463104326;0,505555556
;70;YES;1000;Base 2;broadleaf;0,615606936;0,731958763;0,668759812
;70;YES;1000;Base 2;conifers;0,751612903;0,68128655;0,714723926
;70;YES;1000;Base 2;irrigated;0,332361516;0,419117647;0,370731707
;70;YES;1000;Base 2;N_grassland;0,256505576;0,322429907;0,285714286
;70;YES;1000;Base 2;rainfed;0,253687316;0,291525424;0,271293375
;70;YES;1000;Base 2;rice field;0,694352159;0,76;0,725694444
;70;YES;1000;Base 2;S_vegetation;0,379537954;0,657142857;0,481171548
;70;YES;1000;Base 2;shrubland;0,416666667;0,256410256;0,317460317
;70;YES;1000;Base 2;urban;0,962099125;0,70212766;0,811808118
;70;YES;1000;Base 2;water;0,720207254;0,908496732;0,803468208
;70;YES;1000;Base 2;wetland;0,781609195;0,588744589;0,671604938
;70;YES;1000;Base 2;A_grassland;0,649122807;0,322674419;0,431067961
;70;YES;1000;Base 2;baresoil;0,804347826;0,421652422;0,553271028
;70;YES;1000;Base 2;broadleaf;0,346153846;0,378504673;0,361607143
;70;YES;1000;Base 2;conifers;0,706703911;0,638888889;0,671087533
;70;YES;1000;Base 2;irrigated;0,222826087;0,401960784;0,286713287
;70;YES;1000;Base 2;N_grassland;0,225961538;0,230392157;0,22815534
;70;YES;1000;Base 2;rainfed;0,271186441;0,454545455;0,33970276
;70;YES;1000;Base 2;rice field;0,627906977;0,394160584;0,484304933
;70;YES;1000;Base 2;S_vegetation;0,311827957;0,583892617;0,406542056
;70;YES;1000;Base 2;shrubland;0,30994152;0,176079734;0,224576271
;70;YES;1000;Base 2;urban;0,853107345;0,937888199;0,893491124
;70;YES;1000;Base 2;water;0,625899281;0,805555556;0,704453441
;70;YES;1000;Base 2;wetland;0,604081633;0,778947368;0,68045977
;70;YES;1000;Base 2;A_grassland;0,39047619;0,248484848;0,303703704
;70;YES;1000;Base 2;baresoil;0,624223602;0,505025126;0,558333333
;70;YES;1000;Base 2;broadleaf;0,645308924;0,666666667;0,655813953
;70;YES;1000;Base 2;conifers;0,761538462;0,560906516;0,646003263
;70;YES;1000;Base 2;irrigated;0,244514107;0,352941176;0,288888889
;70;YES;1000;Base 2;N_grassland;0,147590361;0,312101911;0,200408998
;70;YES;1000;Base 2;rainfed;0,345528455;0,295138889;0,31835206
;70;YES;1000;Base 2;rice field;0,631746032;0,832635983;0,718411552
;70;YES;1000;Base 2;S_vegetation;0,179039301;0,301470588;0,224657534
;70;YES;1000;Base 2;shrubland;0,368421053;0,318181818;0,341463415
;70;YES;1000;Base 2;urban;0,815384615;0,64792176;0,722070845
;70;YES;1000;Base 2;water;0,778443114;0,962962963;0,860927152
;70;YES;1000;Base 2;wetland;0,592178771;0,438016529;0,503562945
;70;YES;1000;Base 2;A_grassland;0,370098039;0,608870968;0,460365854
;70;YES;1000;Base 2;baresoil;0,893333333;0,325242718;0,476868327
;70;YES;1000;Base 2;broadleaf;0,533742331;0,628158845;0,577114428
;70;YES;1000;Base 2;conifers;0,774603175;0,642105263;0,702158273
;70;YES;1000;Base 2;irrigated;0,346153846;0,331797235;0,338823529
;70;YES;1000;Base 2;N_grassland;0,263157895;0,253164557;0,258064516
;70;YES;1000;Base 2;rainfed;0,183098592;0,205263158;0,193548387
;70;YES;1000;Base 2;rice field;0,560509554;0,494382022;0,525373134
;70;YES;1000;Base 2;S_vegetation;0,247474747;0,362962963;0,294294294
;70;YES;1000;Base 2;shrubland;0,37654321;0,437275986;0,404643449
;70;YES;1000;Base 2;urban;0,872;0,931623932;0,900826446
;70;YES;1000;Base 2;water;0,811023622;0,923766816;0,863731656
;70;YES;1000;Base 2;wetland;0,173913043;0,132231405;0,150234742
;70;YES;1000;Base 2;A_grassland;0,372759857;0,362369338;0,367491166
;70;YES;1000;Base 2;baresoil;0,666666667;0,563685637;0,610866373
;70;YES;1000;Base 2;broadleaf;0,481132075;0,739130435;0,582857143
;70;YES;1000;Base 2;conifers;0,758992806;0,643292683;0,696369637
;70;YES;1000;Base 2;irrigated;0,215189873;0,181494662;0,196911197
;70;YES;1000;Base 2;N_grassland;0,266094421;0,208053691;0,233521657
;70;YES;1000;Base 2;rainfed;0,224719101;0,273037543;0,246533128
;70;YES;1000;Base 2;rice field;0,8125;0,708171206;0,756756757
;70;YES;1000;Base 2;S_vegetation;0,343137255;0,619469027;0,441640379
;70;YES;1000;Base 2;shrubland;0,442922374;0,350180505;0,391129032
;70;YES;1000;Base 2;urban;0,825726141;0,686206897;0,74952919
;70;YES;1000;Base 2;water;0,891986063;0,951672862;0,920863309
;70;YES;1000;Base 2;wetland;0,633333333;0,799352751;0,706723891
;70;YES;1000;Base 2;A_grassland;0,417989418;0,471641791;0,443197756
;70;YES;1000;Base 2;baresoil;0,681818182;0,452054795;0,543657331
;70;YES;1000;Base 2;broadleaf;0,584126984;0,702290076;0,637781629
;70;YES;1000;Base 2;conifers;0,740890688;0,768907563;0,754639175
;70;YES;1000;Base 2;irrigated;0,258474576;0,196774194;0,223443223
;70;YES;1000;Base 2;N_grassland;0,189473684;0,2109375;0,199630314
;70;YES;1000;Base 2;rainfed;0,146282974;0,201986755;0,169680111
;70;YES;1000;Base 2;rice field;0,786786787;0,801223242;0,793939394
;70;YES;1000;Base 2;S_vegetation;0,347107438;0,227027027;0,274509804
;70;YES;1000;Base 2;shrubland;0,334693878;0,276094276;0,302583026
;70;YES;1000;Base 2;urban;0,93537415;0,816023739;0,87163233
;70;YES;1000;Base 2;water;0,735849057;0,735849057;0,735849057
;70;YES;1000;Base 2;wetland;0,543806647;0,782608696;0,64171123
;70;YES;1000;Base 2;A_grassland;0,682634731;0,274698795;0,391752577
;70;YES;1000;Base 2;baresoil;0,745098039;0,409482759;0,528511822
;70;YES;1000;Base 2;broadleaf;0,398268398;0,388185654;0,393162393
;70;YES;1000;Base 2;conifers;0,775362319;0,620289855;0,68921095
;70;YES;1000;Base 2;irrigated;0,270386266;0,2;0,229927007
;70;YES;1000;Base 2;N_grassland;0,077747989;0,276190476;0,121338912
;70;YES;1000;Base 2;rainfed;0,188925081;0,23015873;0,207513417
;70;YES;1000;Base 2;rice field;0,62992126;0,714285714;0,669456067
;70;YES;1000;Base 2;S_vegetation;0,298507463;0,516129032;0,378250591
;70;YES;1000;Base 2;shrubland;0,375404531;0,454901961;0,411347518
;70;YES;1000;Base 2;urban;0,830039526;0,68627451;0,751341682
;70;YES;1000;Base 2;water;0,708333333;0,962264151;0,816
;70;YES;1000;Base 2;wetland;0,502747253;0,624573379;0,557077626
;70;YES;1000;Base 2;A_grassland;0,423487544;0,47983871;0,449905482
;70;YES;1000;Base 2;baresoil;0,746478873;0,580821918;0,653312789
;70;YES;1000;Base 2;broadleaf;0,68452381;0,678466077;0,681481481
;70;YES;1000;Base 2;conifers;0,802675585;0,71641791;0,757097792
;70;YES;1000;Base 2;irrigated;0,282142857;0,340517241;0,30859375
;70;YES;1000;Base 2;N_grassland;0,223684211;0,225663717;0,224669604
;70;YES;1000;Base 2;rainfed;0,183823529;0,268817204;0,218340611
;70;YES;1000;Base 2;rice field;0,812206573;0,542319749;0,65037594
;70;YES;1000;Base 2;S_vegetation;0,579234973;0,412451362;0,481818182
;70;YES;1000;Base 2;shrubland;0,197986577;0,290640394;0,235528942
;70;YES;1000;Base 2;urban;0,91745283;0,892201835;0,904651163
;70;YES;1000;Base 2;water;0,892307692;0,935483871;0,913385827
;70;YES;1000;Base 2;wetland;0,492537313;0,6;0,540983607
;70;YES;1000;Base 2;A_grassland;0,583333333;0,260638298;0,360294118
;70;YES;1000;Base 2;baresoil;0,550724638;0,463414634;0,503311258
;70;YES;1000;Base 2;broadleaf;0,696022727;0,706051873;0,701001431
;70;YES;1000;Base 2;conifers;0,85;0,495145631;0,625766871
;70;YES;1000;Base 2;irrigated;0,208823529;0,591666667;0,308695652
;70;YES;1000;Base 2;N_grassland;0,252136752;0,218518519;0,234126984
;70;YES;1000;Base 2;rainfed;0,414634146;0,337301587;0,371991247
;70;YES;1000;Base 2;rice field;0,672489083;0,703196347;0,6875
;70;YES;1000;Base 2;S_vegetation;0,203966006;0,666666667;0,312364425
;70;YES;1000;Base 2;shrubland;0,520491803;0,484732824;0,501976285
;70;YES;1000;Base 2;urban;0,945525292;0,660326087;0,7776
;70;YES;1000;Base 2;water;0,761133603;0,989473684;0,860411899
;70;YES;1000;Base 2;wetland;0,47311828;0,578947368;0,520710059
;70;YES;1000;Base 2;A_grassland;0,327402135;0,305647841;0,316151203
;70;YES;1000;Base 2;baresoil;0,678571429;0,585434174;0,628571429
;70;YES;1000;Base 2;broadleaf;0,288;0,464516129;0,355555556
;70;YES;1000;Base 2;conifers;0,769516729;0,552;0,642857143
;70;YES;1000;Base 2;irrigated;0,128027682;0,258741259;0,171296296
;70;YES;1000;Base 2;N_grassland;0,195121951;0,149068323;0,169014085
;70;YES;1000;Base 2;rainfed;0,236486486;0,321100917;0,272373541
;70;YES;1000;Base 2;rice field;0,605714286;0,670886076;0,636636637
;70;YES;1000;Base 2;S_vegetation;0,378238342;0,33640553;0,356097561
;70;YES;1000;Base 2;shrubland;0,214285714;0,235294118;0,224299065
;70;YES;1000;Base 2;urban;0,878504673;0,714828897;0,788259958
;70;YES;1000;Base 2;water;0,621399177;0,967948718;0,756892231
;70;YES;1000;Base 2;wetland;0,762962963;0,373188406;0,501216545
;70;YES;1000;Base 2;A_grassland;0,451263538;0,459558824;0,455373406
;70;YES;1000;Base 2;baresoil;0,752212389;0,494186047;0,596491228
;70;YES;1000;Base 2;broadleaf;0,272727273;0,453781513;0,340694006
;70;YES;1000;Base 2;conifers;0,840677966;0,626262626;0,717800289
;70;YES;1000;Base 2;irrigated;0,205128205;0,533333333;0,296296296
;70;YES;1000;Base 2;N_grassland;0,198237885;0,222772277;0,20979021
;70;YES;1000;Base 2;rainfed;0,212328767;0,176136364;0,192546584
;70;YES;1000;Base 2;rice field;0,673758865;0,637583893;0,655172414
;70;YES;1000;Base 2;S_vegetation;0,276527331;0,651515152;0,388261851
;70;YES;1000;Base 2;shrubland;0,523255814;0,250696379;0,338983051
;70;YES;1000;Base 2;urban;0,946236559;0,851612903;0,896434635
;70;YES;1000;Base 2;water;0,839662447;0,970731707;0,900452489
;70;YES;1000;Base 2;wetland;0,869047619;0,908713693;0,888438134
;70;YES;1000;Base 2;A_grassland;0,370558376;0,333333333;0,350961538
;70;YES;1000;Base 2;baresoil;0,718918919;0,496268657;0,587196468
;70;YES;1000;Base 2;broadleaf;0,614678899;0,652597403;0,633070866
;70;YES;1000;Base 2;conifers;0,775193798;0,529100529;0,628930818
;70;YES;1000;Base 2;irrigated;0,294326241;0,410891089;0,342975207
;70;YES;1000;Base 2;N_grassland;0,269430052;0,265306122;0,267352185
;70;YES;1000;Base 2;rainfed;0,245014245;0,421568627;0,30990991
;70;YES;1000;Base 2;rice field;0,958115183;0,541420118;0,691871456
;70;YES;1000;Base 2;S_vegetation;0,195402299;0,425;0,267716535
;70;YES;1000;Base 2;shrubland;0,232394366;0,234042553;0,233215548
;70;YES;1000;Base 2;urban;0,889795918;0,819548872;0,853228963
;70;YES;1000;Base 2;water;0,850877193;0,984771574;0,912941176
;70;YES;1000;Base 2;wetland;0,664974619;0,592760181;0,626794258
;70;YES;1000;Base 2;A_grassland;0,469849246;0,532763533;0,499332443
;70;YES;1000;Base 2;baresoil;0,704035874;0,401534527;0,511400651
;70;YES;1000;Base 2;broadleaf;0,23015873;0,194630872;0,210909091
;70;YES;1000;Base 2;conifers;0,728873239;0,699324324;0,713793103
;70;YES;1000;Base 2;irrigated;0,365957447;0,247126437;0,295025729
;70;YES;1000;Base 2;N_grassland;0,170491803;0,298850575;0,217118998
;70;YES;1000;Base 2;rainfed;0,296577947;0,333333333;0,3138833
;70;YES;1000;Base 2;rice field;0,644230769;0,432258065;0,517374517
;70;YES;1000;Base 2;S_vegetation;0,342007435;0,469387755;0,395698925
;70;YES;1000;Base 2;shrubland;0,455445545;0,261363636;0,332129964
;70;YES;1000;Base 2;urban;0,848670757;0,868200837;0,858324716
;70;YES;1000;Base 2;water;0,814332248;0,915750916;0,862068966
;70;YES;1000;Base 2;wetland;0,403326403;0,81512605;0,539638387
;70;YES;1000;Base 2;A_grassland;0,532663317;0,289617486;0,375221239
;70;YES;1000;Base 2;baresoil;0,723127036;0,608219178;0,660714286
;70;YES;1000;Base 2;broadleaf;0,475644699;0,81372549;0,600361664
;70;YES;1000;Base 2;conifers;0,797520661;0,543661972;0,646566164
;70;YES;1000;Base 2;irrigated;0,342657343;0,203319502;0,255208333
;70;YES;1000;Base 2;N_grassland;0,194331984;0,274285714;0,227488152
;70;YES;1000;Base 2;rainfed;0,131736527;0,382608696;0,195991091
;70;YES;1000;Base 2;rice field;0,544247788;0,694915254;0,610421836
;70;YES;1000;Base 2;S_vegetation;0,215568862;0,24;0,227129338
;70;YES;1000;Base 2;shrubland;0,507936508;0,402515723;0,449122807
;70;YES;1000;Base 2;urban;0,898230088;0,678929766;0,773333333
;70;YES;1000;Base 2;water;0,744408946;0,91015625;0,818980668
;70;YES;1000;Base 2;wetland;0,460606061;0,510067114;0,484076433
;70;YES;1000;Base 2;A_grassland;0,256024096;0,277777778;0,26645768
;70;YES;1000;Base 2;baresoil;0,474926254;0,512738854;0,493108729
;70;YES;1000;Base 2;broadleaf;0,65503876;0,559602649;0,603571429
;70;YES;1000;Base 2;conifers;0,851190476;0,629955947;0,724050633
;70;YES;1000;Base 2;irrigated;0,280612245;0,392857143;0,327380952
;70;YES;1000;Base 2;N_grassland;0,247491639;0,194225722;0,217647059
;70;YES;1000;Base 2;rainfed;0,199029126;0,201474201;0,2002442
;70;YES;1000;Base 2;rice field;0,86036036;0,638795987;0,733205374
;70;YES;1000;Base 2;S_vegetation;0,172757475;0,433333333;0,247030879
;70;YES;1000;Base 2;shrubland;0,317241379;0,233502538;0,269005848
;70;YES;1000;Base 2;urban;0,884615385;0,487058824;0,628224583
